,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
6463,4154735,2017,2019,1959,PRIVATE,15,Don Valley West,28 UPPER CANADA DR,4,54,2019-10-28,74,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,,N1521,43.7522561858,-79.4046460528,312453.741,4845645.083
2271,4154735,2017,2021,1959,PRIVATE,15,Don Valley West,28 UPPER CANADA DR,4,54,2021-11-18,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,N1521,43.7522561858,-79.4046460528,312453.741,4845645.083
10233,4154736,2017,2017,1959,PRIVATE,15,Don Valley West,30 UPPER CANADA DR,4,54,2017-11-13,77,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,4,4,4,3,,3,4,4,4,4,4,4,4,4,,N1521,43.7529197389,-79.4048046905,312470.577,4845582.997
6486,4154736,2017,2019,1959,PRIVATE,15,Don Valley West,30 UPPER CANADA DR,4,54,2019-10-28,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,,N1521,43.7529197389,-79.4048046905,312470.577,4845582.997
2273,4154736,2017,2021,1959,PRIVATE,15,Don Valley West,30 UPPER CANADA DR,4,54,2021-11-18,82,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,,N1521,43.7529197389,-79.4048046905,312470.577,4845582.997
10232,4154737,2017,2017,1965,PRIVATE,15,Don Valley West,29 UPPER CANADA DR,4,54,2017-11-13,75,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,3,4,3,4,5,3,4,3,4,4,3,,N1521,43.7522249865,-79.4034227428,312562.051,4845588.969
6464,4154737,2017,2019,1965,PRIVATE,15,Don Valley West,29 UPPER CANADA DR,4,54,2019-10-28,72,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,3,3,,N1521,43.7522249865,-79.4034227428,312562.051,4845588.969
2272,4154737,2017,2021,1965,PRIVATE,15,Don Valley West,29 UPPER CANADA DR,4,54,2021-11-18,79,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,,4,3,4,4,4,5,4,4,4,4,4,3,,N1521,43.7522249865,-79.4034227428,312562.051,4845588.969
10234,4154738,2017,2017,1965,PRIVATE,15,Don Valley West,31 UPPER CANADA DR,4,61,2017-11-13,72,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,3,3,3,3,4,5,3,4,3,4,3,3,,N1521,43.752982924,-79.40413326,312486.058,4845697.732
6487,4154738,2017,2019,1965,PRIVATE,15,Don Valley West,31 UPPER CANADA DR,4,61,2019-10-28,72,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,3,3,3,3,4,3,4,3,4,4,3,,N1521,43.752982924,-79.40413326,312486.058,4845697.732
2285,4154738,2017,2021,1965,PRIVATE,15,Don Valley West,31 UPPER CANADA DR,4,61,2021-11-18,76,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,,3,3,4,4,4,5,4,4,4,3,4,3,,N1521,43.752982924,-79.40413326,312486.058,4845697.732
10137,4154739,2017,2017,1963,PRIVATE,15,Don Valley West,16 THE LINKS RD,4,102,2017-11-14,80,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,3,4,5,4,4,4,4,5,4,4,4,4,4,4,,N1521,43.751505712,-79.402827155,312609.845,4845510.073
6465,4154739,2017,2019,1963,PRIVATE,15,Don Valley West,16 THE LINKS RD,4,102,2019-10-28,85,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,4,4,5,3,4,4,5,4,5,4,5,4,5,,N1521,43.751505712,-79.402827155,312609.845,4845510.073
1947,4154739,2017,,1963,PRIVATE,15,Don Valley West,16 THE LINKS RD,4,102,2022-05-12,87,Evaluation needs to be conducted in 3 years,19,4,5,5,5,4,5,3,5,5,3,3,4,5,4,4,5,5,5,4,,N1521,43.751505712,-79.402827155,312609.845,4845510.073
10159,4154740,2017,2017,1963,PRIVATE,15,Don Valley West,199 UPPER CANADA DR,4,119,2017-11-14,74,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,,N1521,43.7601407229,-79.3938827219,313329.2,4846469.341
6488,4154740,2017,2019,1963,PRIVATE,15,Don Valley West,199 UPPER CANADA DR,4,119,2019-10-28,89,Evaluation needs to be conducted in 3 years,19,5,5,4,5,4,4,4,5,5,4,4,4,5,5,5,5,5,4,3,,N1521,43.7601407229,-79.3938827219,313329.2,4846469.341
1556,4154740,2017,,1963,PRIVATE,15,Don Valley West,199 UPPER CANADA DR,4,119,2022-10-10,84,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,3,3,4,5,4,4,5,4,4,5,5,5,4,3,,N1521,43.7601407229,-79.3938827219,313329.2,4846469.341
10570,4154742,2017,2017,1972,PRIVATE,15,Don Valley West,745 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,,3,4,5,4,4,4,4,4,3,4,N1524,43.752346265,-79.361904373,315905.269,4845608.147
6482,4154742,2017,2019,1972,PRIVATE,15,Don Valley West,745 YORK MILLS RD,18,138,2019-10-28,86,Evaluation needs to be conducted in 3 years,19,5,3,5,5,5,3,5,4,5,,4,5,5,5,3,3,5,5,3,4,N1524,43.752346265,-79.361904373,315905.269,4845608.147
1451,4154742,2017,,1972,PRIVATE,15,Don Valley West,745 YORK MILLS RD,18,138,2022-10-19,84,Evaluation needs to be conducted in 2 years,20,4,5,5,3,4,3,4,4,4,4,4,5,5,4,4,5,4,4,4,5,N1524,43.752346265,-79.361904373,315905.269,4845608.147
10571,4154743,2017,2017,1970,PRIVATE,15,Don Valley West,755 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,,4,4,3,4,4,4,4,4,4,4,N1524,43.752378601,-79.360756664,315997.687,4845611.893
6484,4154743,2017,2019,1970,PRIVATE,15,Don Valley West,755 YORK MILLS RD,18,138,2019-10-28,88,Evaluation needs to be conducted in 3 years,19,5,3,5,4,4,5,5,5,5,,4,4,5,5,3,4,5,5,4,4,N1524,43.752378601,-79.360756664,315997.687,4845611.893
1546,4154743,2017,,1970,PRIVATE,15,Don Valley West,755 YORK MILLS RD,18,138,2022-10-11,92,Evaluation needs to be conducted in 3 years,20,4,5,5,3,5,5,3,5,5,5,3,5,5,5,5,5,5,4,5,5,N1524,43.752378601,-79.360756664,315997.687,4845611.893
9695,4154744,2017,2017,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2017-11-24,55,Evaluation needs to be conducted in 1 year,17,3,2,3,2,3,3,2,3,,,3,3,5,3,2,2,3,3,2,,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
7789,4154744,2017,2018,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2019-01-11,63,Evaluation needs to be conducted in 1 year,18,3,2,4,2,3,3,4,3,,4,3,1,5,3,3,4,3,3,4,,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
1919,4154744,2017,,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2022-05-16,51,Evaluation needs to be conducted in 1 year,17,3,4,4,3,2,4,1,2,,,1,1,4,1,1,1,3,4,4,,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
1409,4154744,2017,,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2022-10-21,55,Evaluation needs to be conducted in 1 year,17,2,2,5,2,2,3,2,4,,,2,2,5,2,2,4,2,2,4,,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
10006,4154749,2017,2017,1976,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2017-11-17,73,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,3,3,3,4,,4,4,4,4,4,3,4,4,3,,N1826,43.763239637,-79.409191362,312077.264,4846803.075
5883,4154749,2017,2019,1976,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2019-11-18,82,Evaluation needs to be conducted in 2 years,18,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,,,N1826,43.763239637,-79.409191362,312077.264,4846803.075
3028,4154749,2017,2021,1976,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2021-09-28,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,N1826,43.763239637,-79.409191362,312077.264,4846803.075
11498,4154751,2017,2017,1992,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2017-10-12,87,Evaluation needs to be conducted in 3 years,20,5,4,5,5,4,5,4,4,4,3,5,4,5,4,4,5,3,4,5,5,N1825,43.7782172975,-79.4059349081,312356.512,4848476.407
4703,4154751,2017,2020,1992,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2020-10-29,84,Evaluation needs to be conducted in 2 years,19,5,5,5,5,5,5,5,4,4,3,4,3,5,4,4,3,,3,4,4,N1825,43.7782172975,-79.4059349081,312356.512,4848476.407
1154,4154751,2017,,1992,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2022-11-04,97,Evaluation needs to be conducted in 3 years,18,4,5,5,4,5,5,5,5,,,5,5,5,5,5,5,5,4,5,5,N1825,43.7782172975,-79.4059349081,312356.512,4848476.407
9637,4154752,2017,2017,1958,PRIVATE,18,Willowdale,414 WILLOWDALE AVE,3,65,2017-11-27,69,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,3,,4,4,,3,4,5,3,3,3,3,3,4,4,N1825,43.7772192847,-79.4056901846,312376.343,4848365.543
5833,4154752,2017,2019,1958,PRIVATE,18,Willowdale,414 WILLOWDALE AVE,3,65,2019-11-18,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,,4,5,,4,5,5,3,4,5,5,4,4,5,N1825,43.7772192847,-79.4056901846,312376.343,4848365.543
1153,4154752,2017,,1958,PRIVATE,18,Willowdale,414 WILLOWDALE AVE,3,65,2022-11-04,95,Evaluation needs to be conducted in 3 years,17,4,5,5,5,5,5,,5,5,,4,5,5,5,5,5,5,4,4,,N1825,43.7772192847,-79.4056901846,312376.343,4848365.543
10821,4154753,2017,2017,1985,PRIVATE,18,Willowdale,77 FINCH AVE E,21,438,2017-10-30,67,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,4,3,3,4,,3,3,5,3,4,3,,4,2,3,N1825,43.7801894874,-79.4110962225,311940.809,4848695.08
5879,4154753,2017,2019,1985,PRIVATE,18,Willowdale,77 FINCH AVE E,21,438,2019-11-18,88,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,5,4,5,,4,5,5,4,4,4,,3,4,,N1825,43.7801894874,-79.4110962225,311940.809,4848695.08
1141,4154753,2017,,1985,PRIVATE,18,Willowdale,77 FINCH AVE E,21,438,2022-11-04,96,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,5,5,5,,3,5,5,5,5,5,,5,4,5,N1825,43.7801894874,-79.4110962225,311940.809,4848695.08
8557,4154755,2017,2017,1970,TCHC,18,Willowdale,175 CUMMER AVE,4,246,2018-01-09,66,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,3,4,3,3,,3,3,4,3,3,4,,3,3,4,N1823,43.78785777,-79.408640775,312137.248,4849548.181
1854,4154755,2017,,1970,TCHC,18,Willowdale,175 CUMMER AVE,4,246,2022-05-26,88,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,5,4,4,5,,4,5,5,5,4,4,,5,4,4,N1823,43.78785777,-79.408640775,312137.248,4849548.181
10687,4154756,2017,2017,1976,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2017-11-01,77,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,3,4,4,3,4,5,4,4,3,4,4,3,4,N1629,43.7263188872,-79.326226049,318784.766,4842721.124
5998,4154756,2017,2019,1976,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2019-11-06,86,Evaluation needs to be conducted in 3 years,20,5,5,5,2,3,3,4,4,4,4,4,5,5,4,5,5,5,4,5,5,N1629,43.7263188872,-79.326226049,318784.766,4842721.124
1453,4154756,2017,,1976,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2022-10-19,86,Evaluation needs to be conducted in 3 years,20,4,5,5,3,4,4,4,4,4,3,4,5,5,5,5,4,5,4,4,5,N1629,43.7263188872,-79.326226049,318784.766,4842721.124
10688,4154757,2017,2017,1973,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2017-11-01,73,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,3,4,3,4,4,3,4,5,3,3,3,4,4,3,4,N1629,43.7269902086,-79.3255519981,318838.914,4842795.818
5999,4154757,2017,2019,1973,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2019-11-06,84,Evaluation needs to be conducted in 2 years,20,5,5,5,3,4,4,4,3,4,4,4,5,4,4,5,5,5,4,3,4,N1629,43.7269902086,-79.3255519981,318838.914,4842795.818
2156,4154757,2017,2021,1973,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4,4,4,2,4,3,4,4,4,,3,4,5,4,3,4,4,4,4,4,N1629,43.7269902086,-79.3255519981,318838.914,4842795.818
9879,4154758,2017,2017,1969,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2017-11-21,75,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,4,4,4,4,4,3,4,5,3,4,3,4,4,3,3,N1629,43.7273105049,-79.3250508572,318879.214,4842831.486
6000,4154758,2017,2019,1969,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,4,5,4,4,4,5,5,4,5,5,5,4,3,5,N1629,43.7273105049,-79.3250508572,318879.214,4842831.486
1454,4154758,2017,,1969,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2022-10-19,87,Evaluation needs to be conducted in 3 years,20,4,5,5,4,5,4,4,5,4,4,4,5,5,4,4,4,5,4,3,5,N1629,43.7273105049,-79.3250508572,318879.214,4842831.486
9934,4154759,2017,2017,1974,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2017-11-20,78,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,4,4,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
6001,4154759,2017,2019,1974,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,4,4,5,5,4,4,5,5,4,5,5,5,4,3,5,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
1455,4154759,2017,,1974,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2022-10-19,89,Evaluation needs to be conducted in 3 years,20,4,5,5,5,5,4,4,4,4,5,4,4,5,4,5,4,5,4,4,5,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
11424,4154761,2017,2017,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,4,4,,4,4,5,4,3,4,4,4,3,,N1630,43.717046695,-79.33008018,318476.117,4841691.34
5994,4154761,2017,2019,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2019-11-06,92,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,4,4,4,5,,4,5,5,5,5,5,5,5,5,,N1630,43.717046695,-79.33008018,318476.117,4841691.34
1385,4154761,2017,,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2022-10-24,84,Evaluation needs to be conducted in 2 years,17,4,5,5,3,3,4,,3,5,,4,5,5,4,4,4,5,4,4,,N1630,43.717046695,-79.33008018,318476.117,4841691.34
9656,4154762,2017,2017,1966,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2017-11-27,66,Evaluation needs to be conducted in 2 years,19,3,3,3,3,4,3,3,3,4,,3,4,5,3,3,3,3,3,3,4,N1630,43.716030297,-79.330923583,318408.386,4841578.281
6023,4154762,2017,2019,1966,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2019-11-06,82,Evaluation needs to be conducted in 2 years,19,4,3,5,4,5,5,4,4,4,,3,4,5,4,3,4,3,5,4,5,N1630,43.716030297,-79.330923583,318408.386,4841578.281
2196,4154762,2017,2021,1966,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2021-11-24,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,4,,3,4,5,4,4,4,2,4,4,4,N1630,43.716030297,-79.330923583,318408.386,4841578.281
11410,4154763,2017,2017,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2017-10-13,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,4,,4,3,5,4,4,3,4,4,3,5,N1630,43.71503235,-79.330584834,318480.453,4841476.916
5991,4154763,2017,2019,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2019-11-06,87,Evaluation needs to be conducted in 3 years,20,4,3,5,4,5,5,4,4,4,5,4,5,5,4,4,3,5,5,4,5,N1630,43.71503235,-79.330584834,318480.453,4841476.916
1347,4154763,2017,,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2022-10-26,84,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,5,4,5,5,4,4,4,5,4,4,,N1630,43.71503235,-79.330584834,318480.453,4841476.916
10524,4154764,2017,2017,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2017-11-06,75,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,N1630,43.716007499,-79.3362261,317981.095,4841574.866
6011,4154764,2017,2019,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2019-11-06,86,Evaluation needs to be conducted in 3 years,20,5,4,5,4,4,4,4,5,5,4,4,5,5,4,4,4,3,4,4,5,N1630,43.716007499,-79.3362261,317981.095,4841574.866
1338,4154764,2017,,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2022-10-26,80,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,3,3,3,4,,4,5,3,4,5,4,5,4,3,4,N1630,43.716007499,-79.3362261,317981.095,4841574.866
10536,4154765,2017,2017,1967,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2017-11-06,69,Evaluation needs to be conducted in 2 years,19,4,3,3,4,3,4,4,3,4,,4,4,4,3,3,3,4,3,3,3,N1630,43.717178707,-79.332997055,318241.038,4841705.521
6014,4154765,2017,2019,1967,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2019-11-06,82,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,4,3,5,,4,5,4,4,3,4,5,4,3,,N1630,43.717178707,-79.332997055,318241.038,4841705.521
2163,4154765,2017,2021,1967,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,,4,4,5,3,3,4,4,4,2,4,N1630,43.717178707,-79.332997055,318241.038,4841705.521
8438,4154766,2017,2017,1981,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2018-01-15,76,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,4,4,4,,3,4,5,4,3,4,4,3,4,4,N1630,43.717545116,-79.331669098,318347.963,4841746.448
3304,4154766,2017,2021,1981,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2021-04-21,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,,3,4,5,4,4,4,4,4,3,4,N1630,43.717545116,-79.331669098,318347.963,4841746.448
9849,4154768,2017,2017,1969,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2017-11-22,73,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,,3,4,3,3,4,4,3,3,3,4,N1630,43.716421355,-79.334404294,318127.81,4841621.149
6022,4154768,2017,2019,1969,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2019-11-06,79,Evaluation needs to be conducted in 2 years,20,4,4,5,5,4,5,3,4,3,2,3,5,5,4,3,4,5,5,2,4,N1630,43.716421355,-79.334404294,318127.81,4841621.149
2198,4154768,2017,2021,1969,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2021-11-24,68,Evaluation needs to be conducted in 2 years,19,3,3,2,4,4,4,4,3,3,4,3,4,2,3,4,4,4,4,3,,N1630,43.716421355,-79.334404294,318127.81,4841621.149
9668,4154769,2017,2017,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2017-11-27,58,Evaluation needs to be conducted in 1 year,19,3,3,3,2,3,3,3,3,3,,3,3,3,3,3,3,2,3,3,3,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
8072,4154769,2017,2018,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2018-12-21,76,Evaluation needs to be conducted in 2 years,19,4,4,5,2,4,3,5,4,4,,3,4,3,4,4,4,3,4,4,4,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
4502,4154769,2017,2020,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2020-11-05,70,Evaluation needs to be conducted in 2 years,18,2,3,4,3,4,3,3,4,4,,4,5,5,3,4,4,4,2,2,,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
1331,4154769,2017,,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2022-10-26,73,Evaluation needs to be conducted in 2 years,18,3,3,5,4,3,4,3,4,3,,4,5,5,3,4,4,3,3,3,,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
9445,4154770,2017,2017,1960,PRIVATE,15,Don Valley West,7 ROCHEFORT,3,64,2017-12-04,67,Evaluation needs to be conducted in 2 years,19,3,3,4,4,3,4,4,3,3,,3,4,5,3,3,3,3,3,3,3,N1533,,,317940.367,4841805.466
6239,4154770,2017,2019,1960,PRIVATE,15,Don Valley West,7 ROCHEFORT,3,64,2019-10-31,86,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,4,4,4,,5,5,5,3,5,4,4,3,3,,N1533,,,317940.367,4841805.466
1381,4154770,2017,,1960,PRIVATE,15,Don Valley West,7 ROCHEFORT,3,64,2022-10-24,87,Evaluation needs to be conducted in 3 years,18,4,5,5,4,5,4,4,3,5,,4,5,4,4,5,5,4,4,4,,N1533,,,317940.367,4841805.466
11519,4154772,2017,2017,1989,SOCIAL HOUSING,16,Don Valley East,7 THE DONWAY E,4,70,2017-10-12,75,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,4,4,3,,3,3,5,4,4,4,4,3,4,4,N1627,43.7332472948,-79.3395613564,317708.903,4843488.607
6080,4154772,2017,2019,1989,SOCIAL HOUSING,16,Don Valley East,7 THE DONWAY E,4,70,2019-11-05,88,Evaluation needs to be conducted in 3 years,20,5,4,5,3,5,5,5,4,3,5,4,4,5,4,4,4,5,5,4,5,N1627,43.7332472948,-79.3395613564,317708.903,4843488.607
1431,4154772,2017,,1989,SOCIAL HOUSING,16,Don Valley East,7 THE DONWAY E,4,70,2022-10-20,91,Evaluation needs to be conducted in 3 years,19,4,5,5,4,5,4,5,5,4,,4,5,5,4,4,5,5,4,4,5,N1627,43.7332472948,-79.3395613564,317708.903,4843488.607
10585,4154773,2017,2017,1961,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2017-11-03,65,Evaluation needs to be conducted in 1 year,19,3,3,4,3,4,1,4,3,4,,3,4,4,3,3,3,3,3,3,4,N1627,43.729295625,-79.340139051,317684.369,4842978.082
7320,4154773,2017,2018,1961,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2019-02-07,86,Evaluation needs to be conducted in 3 years,20,4,5,5,5,4,4,5,4,5,5,4,4,5,4,4,4,3,4,4,4,N1627,43.729295625,-79.340139051,317684.369,4842978.082
2445,4154773,2017,2021,1961,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2021-11-04,81,Evaluation needs to be conducted in 2 years,19,5,4,4,4,4,3,5,3,4,4,5,4,5,4,4,4,4,3,4,,N1627,43.729295625,-79.340139051,317684.369,4842978.082
10804,4154775,2017,2017,1950,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2017-10-30,61,Evaluation needs to be conducted in 1 year,19,3,2,4,3,3,3,3,4,3,3,2,2,5,3,3,3,4,3,2,,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
7266,4154775,2017,2018,1950,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2019-02-12,77,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,3,5,3,4,4,5,3,4,4,4,3,4,,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
4461,4154775,2017,2020,1950,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2020-11-07,83,Evaluation needs to be conducted in 2 years,18,3,4,5,4,3,4,4,4,4,,5,5,5,4,5,3,4,4,5,,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
1459,4154775,2017,,1950,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2022-10-19,76,Evaluation needs to be conducted in 2 years,19,3,4,5,4,3,4,3,4,4,3,4,5,4,3,4,3,5,3,4,,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
11283,4154778,2017,2017,1966,PRIVATE,16,Don Valley East,1059 DON MILLS RD,6,70,2017-10-17,65,Evaluation needs to be conducted in 1 year,20,4,4,4,3,3,4,3,3,3,3,3,3,5,3,3,3,4,3,2,2,N1627,43.7346398069,-79.3419288019,317517.899,4843642.953
7238,4154778,2017,2018,1966,PRIVATE,16,Don Valley East,1059 DON MILLS RD,6,70,2019-02-13,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,5,4,4,4,4,4,5,5,4,4,4,5,4,3,,N1627,43.7346398069,-79.3419288019,317517.899,4843642.953
